date,date,content
229,229,항공편 절대로 사용하지 마세요 검색하는 공항 외에 주변 공항까지 한꺼번에 검색 보여줘서 거의 잘못 예약하게 합니다 A 공항에서 B 공항으로 가는 항공권 검색하면 주변에 있는 C 공항에서 D 공항으로 가는 티켓까지다 보여 줍네다 공항끼리 서로 주변에 있어봐야 얼마나 가깝게 있겠어요 결국 잘못 예약하면 일정 망치는데 검색하는 공항과 다른 공항 표는 따로 표시도 안 해주고 모두 섞어놔서 더 잘못 예약하기 쉽게 만들어버립니다 여기서 예약하면 환불도 거의 못 받아서 불편한 일정 감수하거나 비행기 푯값 손해 봐야 해요 정확하게 검색된 티켓만 보여주는 게 어려운 일이 아닐 텐데 이 정도면 사용자한테 돈 뜯으려고 일부러 헷갈리게 만들어놓은 겁니다
230,230,저렴하게 좋았어요
231,231,어디 부족한 친구들이 든 게 분명함
232,232,절대비추천오전시에숙소예약및결제완료시간뒤숙소가려고예약조회해보니결제방식문제오류로결제가되지않았다고합니다결국다시재결제했는데잠시후오전시에결제된건이정상적으로결제완료된걸로조회됐어요결국이중결제아고다어플로취소하려고했으나AI채팅기능은진짜쓰레기보다못한수준이었고구글검색을통해고객센터전화를어렵게찾은후고객센터에전화했으나상담원이내가영어를잘못한다는이유로비웃고조롱했습니다두번다시아고다서비스를이용하지않을것이며추천도하지않을겁니다
233,233,제가 아고다에서 비회원으로 숙소 항공권 예약했는데 어디에도 예약 확정이나 예약 정보를 볼 수가 없어요 계속 로그인만 하라고 하고 이미 결제 완료는 됐는데 어떻게 된 건지 알려주세요
234,234,goodsystem
235,235,정확한 정보가 빠릅니다
236,236,할인이 되는 것처럼 하고 안된다든지 캐시백을 직접 신청해야만 된다든지 캐시백 후 금액을 보여줌으로 실제 결제금액에 혼동을 줘서 이용이 불편합니다
237,237,결제 오류 너무 많이 뜸
238,238,지난번 포천 여행 시 묵었던 숙소는 딱 그만큼이었어요
239,239,방금 깔았는데 아예 아무것도 안 되네요 뭐든 터치하는 것마다 연결할 수 없다고 떠서 아무것도 할 수가 없습니다
240,240,worldbestappever
241,241,최악입니다 호텔 측에서 룸이 없다고 취소 처리했는데 아고 당 측에서 고지를 안 해줘서 한밤에 노숙했어요 야간근무자들은 아랍이나 동남아 억양이 센 영어를 구사해서 알아듣지도 못할 지경이고요 아고다 진심 별로네요
242,242,예약한 호텔이 안 보이고 더 보기를 누르면 면의 호텔들만 계속 보입니다 예약이 된 건지 중복 예약은 아닌지 어떻게 확인하나요 여행 앞두고 여박 예약했는데 지금 확인을 못하고 발만 동동 구르고 있어요
243,243,아니 조식 포함해서 만 원 정도 더 비싸게 예약하고 오니 스키아 호텔은 조식이 무료라네요 기분이 많이 나쁩니다 조치를 취하려 해도 연락할 방법도 없고 호텔 측에서는 예약한 앱에서 해결하라 하고 너무하네요
244,244,아직 많이 안 써봐서 잘 모름
245,245,설치해셔 예약하려다 리뷰해주신 분들 덕에 사기 어플 걸렀네요 감사해요 다들
246,246,정보 선택을 쉽게 할 수 있어서 좋습니다
247,247,결제 도중 오류가 잦습니다 혹여 잘못 결제될까 불안하네요 캐시백 리 워드도 체크아웃 후 일부터라 애매합니다 하지만 타 사이드보다 저렴하게 숙소를 이용할 수 있어서 괜찮네요
248,248,투어상품결제만해가고서비스는제공받지못햏 는데 달이 지난 지금까지도 환불을 안 해주고 있음 연락하고 의사소통하는 것도 너무 어렵고 느림
249,249,매우 빠르고 손쉬워서 좋습니다
250,250,쿠폰 적용이 복잡하지만 싸네요
251,251,카드정보입력하는데숫자하나쓰면키패드사라져서다른칸눌렀다다시카드정보입력하러가서숫자하나누르고다시다른칸갔다가카드정보숫자하나입력하는개뻘짓을해야함
252,252,신속하고 편리한 예약 시스템 만족
253,253,너무 느리고 비싸다
254,254,아고다의 조건이
255,255,trustandchoose
256,256,선택 메뉴가 잘 되어있어서 좋다
257,257,쓰기 편해요 단 고객센터 연결은 매우 어렵네요
258,258,방을 너무 저렴하게 잡
259,259,적당히 광고해야지 알람 설정 다 꺼놔도 광고성 메시지 뜨는 건 무슨 경우냐
260,260,카드번호 등록하기 계속 오류
261,261,좋은 거 같아요
262,262,설치가 안되어요
263,263,아고다가 최고인 듯
264,264,와 신용카드 제휴 할인 링크로 들어가면 결제 오류 계속 반복되고 신용카드 정보 틀렸다고 애매모호한 메시지만 다른 제휴카드로 바꿔 들어가도 똑같음 결국 포기하고 할인 안 받는 걸로 캐시 삭제 후 비싼 가격으로 결제하는 건 성공함 한두 번 이런 게 아님
265,265,오늘 처음 이용했는데 이 호텔 예약하고 결제까지 다하고 문자 왔는데 예약 취소됐다고 뜸 근데 여기 취소 수수로 있는 곳이라 지금 호텔 이메일 발송하고 아고 다메일 발송 아고 다 고객센터 번호로 전화 시간 넘게 연결 안 되고 있음 진짜 쓰레기임이 딴 어플 괜히 써서 환불받으려고 영어 못하는데 번역기 돌려가면서 하고 있음별 하나도 아까움
266,266,만 원이라 해서 클릭하면 만 원으로 오르는 마법 보이는 금액이랑 결제금액 다름이건 사기임
267,267,편안한예약굳굳
268,268,gooood
269,269,좋은 숙박시설 알찬 가격으로 좋아요
270,270,빠르고 가격 최고
271,271,투숙 완료된 예약 리스트 보고 싶은데 한 개밖에 안 뜨고 몇 년 지난 예약이라 안 뜨나요 투숙했던 곳이 어딘지 가물가물해서 확인 후 같은 곳으로 예약하려고 하니 리스트에 없어서 못쓰네요
272,272,세금은 제하고 올라온 가격이라 금액 차이가 비싸요
273,273,숙소 예약 시 많은 도움이 되었습니다
274,274,비회 원예 약했는데 예약번호 모르고 예약확인 메일 안 옴 어디서도 확인이 안 됨
275,275,오랜만에 들어왔는데 여전히 편하네요
276,276,화장실 너무 깨끗해요
277,277,낚시질이 너무 심함 할인이라면서 실제론 할 인밖에 안 해줌 가격도 제멋대로
278,278,goooooooooooooood
279,279,빕 킥 
280,280,좋아요 늘 잘 이용하고 있습니다
281,281,예약 건 실수로 취소됐는데 아고다는 콘택트도 안 됨 아고다에서 정한 내용 외에는 그 어떤 문의나 상담도 해줄 생각이도 없음 고객이 원하는 서비스가 아니 아 고다에서 원하는 최소 서비스만 제공
282,282,예약도 빠르게 할 수 있고 가격 대비 아주 좋아요
283,283,고객센터 연결하는데 분 걸립니다 예약하실 땐 무조건 약간 잘 보시고 정확한 날짜로 예약해주셔야 합니다 실수하시면 돌이키기 듭니다
284,284,잘 이용하고 있습니다
285,285,가격정보 변동이 심함
286,286,예약후 취소 등 원활
287,287,모든 시스템이 사용하기 쉽고 편리하게 이용할 수 있어서 좋습니다 감사합니다
288,288,덕분에 좋은 숙소 예약하고 있습니다
289,289,첫 사용인데 기대해봅니다
290,290,사용이 편리해요
291,291,저렴하게 예약했어요
292,292,이야 이렇게 쓰레기는 처음 봐요 로딩도 무한이고 한 번 얻어걸리면 최종결제값 불러오는데 두 시간 동안 소요되다 신결제는 되지도 않고 와 가격만 최저 면 뭐 합니까 쓸 수가 없는데
293,293,너어어어무느려요로딩한참걸리고결제오류도너무자주뜸
294,294,어플 오류로 만 원 날림 결제 페이지에서 자꾸 꺼지는 현상이 발생하고 예약 확정 메시지도 안 옴 그래서 결제 진행 안된 걸로 확인하고 몇 번 다시 시도했는데 나도 모르게 만 원 결제되어 있었음 고객센터 전화해도 결제 페이지에서 버튼을 눌렀기 때문에 환불 불가하다고만 답변 받음 결제 페이지에서 분 넘게 지연되는데 그게 결제된 거라고는 생각도 못함 어플 좀 제대로 만들었으면 다시는 아고 다 안 쓸 듯
295,295,호텔 찾기가 쉬워요
296,296,편안하고 좋아요
297,297,최근 당일 호텔 예약 후 결제하고 예약확인서까지 받았는데 호텔에는 어떤 연락도 받지 못하였다고 하여 한참 기다렸습니다 담당 센터는 계속 통화량 많다는 앵무새 같은 대답만 반복되고 이런 식이면 그냥 당일 연락은 오류 나도 책임질 수 없으니 하지 말라고 공지에 써놓으면 좋겠네요
298,298,최악의 고객센터 서비스를 왜 하는지 모르겠음 통화하려다가 암 생김
299,299,세금 봉사료 중인 것들 가끔 있으면 잘 보고 예약해야 함
300,300,링크로 들어가면 다른 곳이 나옴
301,301,간단하고 빠른 선택이 가능한 아고 다
302,302,완전 수수료를 마구마구 떼어가는 앱입니다 호텔 측에서 환불해준다고 해도 퍼센트 씩 수수료를 떼는 정말 질 나쁜 구조이고 소비자 불편사항 메일에 답변도 해주지 않습니다
303,303,정말 개판이네요 울산 펜션 일일로 예약해 금액도 결제했고 지금 여기 와있는데 방이 없다고 합니다아고 다 막아놓은지 한참 되셨다고 하는데 이미 전결제까지 다 해놓고 펜션 와있는 상황인데 이게 말이 됩니까 제 돈은 둘째치고 지 금방이 없어 난리인데 이 밤에 전 어디로 가야 하나요 진짜 본사 찾아가서 엎어버리고 싶네요
304,304,결제할 주기능이 없어
305,305,결제가 번거롭고 어려워졌으며 다른 페이지로 결제가 넘어가고 가격이 상향되며 자꾸 취소가 됨
306,306,앱이 편리함 호텔 간 비교가 잘 됨
307,307,깔끔하고 비교적 저렴하다
308,308,가격 오류가 너무 심하네요 검색할 때마다 처음 가격보다 가격이 오르네요 왜 이런 현상이 가격 가지고 장난하는 것도 아니고 이런 게 한두 번이 아니네요
309,309,숙소 착오로 예약되었는데 해당 호텔에서 사정 이야기하고 아고 다 메일로 취소했는데 친절하게 메일로 환불 처리 내용 보내주었어요
310,310,저렴하고 편한 곳을 잘 보여줘요
311,311,비회 원예 약 취소하려면 고객센터 연결해야 하는데 뒤져도 안 되네 쓰레기 같음 절대 이용 안 함
312,312,할인 잘되고 정보 정확합니다
313,313,다양한 객실을 보유하고 있다
314,314,늘 여기서 호텔 예약합니다
315,315,가격이 달라요
316,316,쉽게 이용 가능해서 좋습니다
317,317,고객센터 전화 불가 이메일 수신은 한국어로 대응 불가 영어로 다시 보내면 기계적인 답변 정신건강을 위해 사용 안 하는 게 좋음
318,318,처음 빼고 자꾸 은근 가격 올리는 느낌 무엇
319,319,보이는 금액과 실 결제금액이 다릅니다 카드 입력 후 결제가 어렵고 에러가 나서 다음 화면으로 넘어가지 않아요
320,320,약간 버벅거려요
321,321,IfounditdifficulttocontacttheservicecenterforcancellationofreservationWhenImadethereservationIenteredthewrongemailaddressasanonmemberTocancelmyreservationItriedtocalltheservicecenterinKoreaSEVERALTIMESButIcouldntgetthroughtothecenterItwasbusyItmademeembarrassingFinallyIwasonthephoneinEnglishandIsucceededincancellationthenexteveningIthinkAgodashouldcomplementthesystemofcustomersevice
322,322,점도 주기 아까움 숙소가 아고다로 예약을 더 안 받으려고 해지를 부탁했음 아고 당 측 무응답 숙소는 이미 방이 다 찼는데 아고다로 계속 예약이 들어옴 취소를 해야 하니 고객들 연락처를 알려달라 함 아고 당 측 무응답 덕분에 나는 당일 숙소에 체크인하러 가서 방 없다는 통보를 받게 됨 숙소 측에도 문제가 있긴 하지만 아고 다 가 sibal 일을 했더라면 당일에 통보받진 않았을 거임 안 그래도 숙소별로 없는 지역이라 그냥 다른 지역으로 떴고 덕분에 여행 계획 완전히 망가져버림 아고다는 숙소비 환불해주고 아고 다 포인트 숙소 비퍼 센트 준 게 끝 만 원도 안되는 가격임 아무리 외국 기업이라지만 이런 식으로 하려면 sIBal 장사 접어라 한국 여행객들 많이 이용해서 계속 쓰고 있었는데 화나서 다른 어플로 갈아탈 예정 봉변당하기 싫으면 아고 다 삭제하세요
323,323,예약이 너무 편해요
324,324,숙소도 많고 예약도 편리해요
325,325,예약취소가 빠르게 처리돼서 좋아요
326,326,아고다캐시적용후예약도중결제실패해서다시했더니아고다캐쉬가없어졌네요적은금액이라고객센터연락안하고그냥결제했네요
327,327,veryconvenientandcosteffective
328,328,아고다사기어플이네요특별한날이라주전에오션뷰예약했는데하루전날확인해보니시티뷰되어있습니다 예약한 오션뷰 영수증 사진이랑 하루 전날 바뀐 사진 다 찍어놨는데 어차피 전화도 안 받아요 돈도 돈인데 오션뷰 예약하려고 주전에 예약 잡은 의미도 없고 이미 객실은 만실이라고 합니다 신나게 여행 가야 하는데 덕분에 기분 나쁘게 출발 아고다 어플 다신 사용 안 해야겠습니다 네이버가 할인가격이 더 싸기도 하고 아고다로 예약해도 호텔에 전달받은 게 없다고도 하고 멀리 가시는 분들 절대 사용하지 마세요 아고다 사용하면 객실 랜덤 배정이나 땅바닥에서 자야 합니다 뽑기 운 좋으신 분들은 해보시길
